ISO-CODE-GEOGRAPHIC-UNIT;GEOGRAPHIC-NAME;ISO-CODE-PROVINCE;PROVINCE-NAME;LATITUDE;LONGITUDE;DISTRICT-NAME;;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23867;-7.53633;Kabupaten Tuban;;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23868;-7.53634;Kabupaten Tulungagung;;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23869;-7.53635;Kota Batu[11];;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23870;-7.53636;Kota Blitar;;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23871;-7.53637;Kota Kediri;;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23872;-7.53638;Kota Madiun;;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23873;-7.53639;Kota Malang;;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23874;-7.53640;Kota Mojokerto;;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23875;-7.53641;Kota Pasuruan;;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23876;-7.53642;Kota Probolinggo;;;
ID-JW;Jawa;ID-JI;Jawa Timur;112.23877;-7.53643;Kota Surabaya;;;
ID-JW;Jawa;ID-YO;DI Yogyakarta;110.36880;-7.79722;Kabupaten Bantul;;;
ID-JW;Jawa;ID-YO;DI Yogyakarta;110.36881;-7.79723;Kabupaten Gunung Kidul;;;
ID-JW;Jawa;ID-YO;DI Yogyakarta;110.36882;-7.79724;Kabupaten Kulon Progo;;;
ID-JW;Jawa;ID-YO;DI Yogyakarta;110.36883;-7.79725;Kabupaten Sleman;;;
ID-JW;Jawa;ID-YO;DI Yogyakarta;110.36884;-7.79726;Kota Yogyakarta;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71225;-0.84714;Kabupaten Balangan;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71226;-0.84715;Kabupaten Banjar;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71227;-0.84716;Kabupaten Barito Kuala;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71228;-0.84717;Kabupaten Hulu Sungai Selatan;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71229;-0.84718;Kabupaten Hulu Sungai Tengah;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71230;-0.84719;Kabupaten Hulu Sungai Utara;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71231;-0.84720;Kabupaten Kotabaru;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71232;-0.84721;Kabupaten Tabalong;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71233;-0.84722;Kabupaten Tanah Bumbu;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71234;-0.84723;Kabupaten Tanah Laut;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71235;-0.84724;Kabupaten Tapin;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71236;-0.84725;Kota Banjarbaru;;;
ID-KA;Kalimantan;ID-KS;Kalimantan Selatan;110.71237;-0.84726;Kota Banjarmasin;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23840;0.27730;Kabupaten Bengkayang;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23841;0.27731;Kabupaten Kapuas Hulu;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23842;0.27732;Kabupaten Kayong Utara;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23843;0.27733;Kabupaten Ketapang;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23844;0.27734;Kabupaten Kubu Raya;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23845;0.27735;Kabupaten Landak;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23846;0.27736;Kabupaten Melawi;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23847;0.27737;Kabupaten Pontianak;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23848;0.27738;Kabupaten Sambas;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23849;0.27739;Kabupaten Sanggau;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23850;0.27740;Kabupaten Sekadau;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23851;0.27741;Kabupaten Sintang;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23852;0.27742;Kota Pontianak;;;
ID-KA;Kalimantan;ID-KB;Kalimantan Barat;112.23853;0.27743;Kota Singkawang;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41939;1.64063;Kabupaten Berau;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41940;1.64064;Kabupaten Bulungan;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41941;1.64065;Kabupaten Kutai Barat;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41942;1.64066;Kabupaten Kutai Kartanegara;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41943;1.64067;Kabupaten Kutai Timur;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41944;1.64068;Kabupaten Malinau;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41945;1.64069;Kabupaten Nunukan;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41946;1.64070;Kabupaten Paser;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41947;1.64071;Kabupaten Penajam Paser Utara;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41948;1.64072;Kabupaten Tana Tidung;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41949;1.64073;Kota Balikpapan;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41950;1.64074;Kota Bontang;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41951;1.64075;Kota Samarinda;;;
ID-KA;Kalimantan;ID-KI;Kalimantan Timur;116.41952;1.64076;Kota Tarakan;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38235;-1.68149;Kabupaten Barito Selatan;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38236;-1.68150;Kabupaten Barito Timur;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38237;-1.68151;Kabupaten Barito Utara;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38238;-1.68152;Kabupaten Gunung Mas;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38239;-1.68153;Kabupaten Kapuas;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38240;-1.68154;Kabupaten Katingan;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38241;-1.68155;Kabupaten Kotawaringin Barat;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38242;-1.68156;Kabupaten Kotawaringin Timur;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38243;-1.68157;Kabupaten Lamandau;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38244;-1.68158;Kabupaten Murung Raya;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38245;-1.68159;Kabupaten Pulang Pisau;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38246;-1.68160;Kabupaten Sukamara;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38247;-1.68161;Kabupaten Seruyan;;;
ID-KA;Kalimantan;ID-KT;Kalimantan Tengah;113.38248;-1.68162;Kota Palangka Raya;;;
ID-MA;Maluku;ID-MA;Maluku;130.14527;-3.23846;Kabupaten Buru;;;
ID-MA;Maluku;ID-MA;Maluku;130.14528;-3.23847;Kabupaten Buru Selatan;;;
ID-MA;Maluku;ID-MA;Maluku;130.14529;-3.23848;Kabupaten Kepulauan Aru;;;
ID-MA;Maluku;ID-MA;Maluku;130.14530;-3.23849;Kabupaten Maluku Barat Daya;;;
ID-MA;Maluku;ID-MA;Maluku;130.14531;-3.23850;Kabupaten Maluku Tengah;;;
ID-MA;Maluku;ID-MA;Maluku;130.14532;-3.23851;Kabupaten Maluku Tenggara;;;
ID-MA;Maluku;ID-MA;Maluku;130.14533;-3.23852;Kabupaten Maluku Tenggara Barat;;;
ID-MA;Maluku;ID-MA;Maluku;130.14534;-3.23853;Kabupaten Seram Bagian Barat;;;
ID-MA;Maluku;ID-MA;Maluku;130.14535;-3.23854;Kabupaten Seram Bagian Timur;;;
ID-MA;Maluku;ID-MA;Maluku;130.14536;-3.23855;Kota Ambon;;;
ID-MA;Maluku;ID-MA;Maluku;130.14537;-3.23856;Kota Tual;;;
ID-MA;Maluku;ID-MU;Maluku Utara;127.80877;1.57100;Kabupaten Halmahera Barat;;;
ID-MA;Maluku;ID-MU;Maluku Utara;127.80878;1.57101;Kabupaten Halmahera Tengah;;;
ID-MA;Maluku;ID-MU;Maluku Utara;127.80879;1.57102;Kabupaten Halmahera Utara;;;
ID-MA;Maluku;ID-MU;Maluku Utara;127.80880;1.57103;Kabupaten Halmahera Selatan;;;
ID-MA;Maluku;ID-MU;Maluku Utara;127.80881;1.57104;Kabupaten Kepulauan Sula;;;
ID-MA;Maluku;ID-MU;Maluku Utara;127.80882;1.57105;Kabupaten Halmahera Timur;;;
ID-MA;Maluku;ID-MU;Maluku Utara;127.80883;1.57106;Kabupaten Pulau Morotai;;;
ID-MA;Maluku;ID-MU;Maluku Utara;127.80884;1.57107;Kota Ternate;;;
ID-MA;Maluku;ID-MU;Maluku Utara;127.80885;1.57108;Kota Tidore Kepulauan;;;
ID-NU;Nusa Tenggara;ID-BA;Bali;115.18892;-8.40952;Kabupaten Badung;;;
ID-NU;Nusa Tenggara;ID-BA;Bali;115.18893;-8.40953;Kabupaten Bangli;;;
ID-NU;Nusa Tenggara;ID-BA;Bali;115.18894;-8.40954;Kabupaten Buleleng;;;
ID-NU;Nusa Tenggara;ID-BA;Bali;115.18895;-8.40955;Kabupaten Gianyar;;;
ID-NU;Nusa Tenggara;ID-BA;Bali;115.18896;-8.40956;Kabupaten Jembrana;;;
ID-NU;Nusa Tenggara;ID-BA;Bali;115.18897;-8.40957;Kabupaten Karangasem;;;
ID-NU;Nusa Tenggara;ID-BA;Bali;115.18898;-8.40958;Kabupaten Klungkung;;;
ID-NU;Nusa Tenggara;ID-BA;Bali;115.18899;-8.40959;Kabupaten Tabanan;;;
ID-NU;Nusa Tenggara;ID-BA;Bali;115.18900;-8.40960;Kota Denpasar;;;
ID-NU;Nusa Tenggara;ID-NB;Nusa Tenggara Barat;117.36165;-8.65293;Kabupaten Bima;;;
ID-NU;Nusa Tenggara;ID-NB;Nusa Tenggara Barat;117.36166;-8.65294;Kabupaten Dompu;;;
ID-NU;Nusa Tenggara;ID-NB;Nusa Tenggara Barat;117.36167;-8.65295;Kabupaten Lombok Barat;;;
ID-NU;Nusa Tenggara;ID-NB;Nusa Tenggara Barat;117.36168;-8.65296;Kabupaten Lombok Tengah;;;
ID-NU;Nusa Tenggara;ID-NB;Nusa Tenggara Barat;117.36169;-8.65297;Kabupaten Lombok Timur;;;
ID-NU;Nusa Tenggara;ID-NB;Nusa Tenggara Barat;117.36170;-8.65298;Kabupaten Lombok Utara;;;
ID-NU;Nusa Tenggara;ID-NB;Nusa Tenggara Barat;117.36171;-8.65299;Kabupaten Sumbawa;;;
ID-NU;Nusa Tenggara;ID-NB;Nusa Tenggara Barat;117.36172;-8.65300;Kabupaten Sumbawa Barat;;;
ID-NU;Nusa Tenggara;ID-NB;Nusa Tenggara Barat;117.36173;-8.65301;Kota Bima;;;
ID-NU;Nusa Tenggara;ID-NB;Nusa Tenggara Barat;117.36174;-8.65302;Kota Mataram;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07937;-8.65738;Kabupaten Alor;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07938;-8.65739;Kabupaten Belu;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07939;-8.65740;Kabupaten Ende;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07940;-8.65741;Kabupaten Flores Timur;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07941;-8.65742;Kabupaten Kupang;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07942;-8.65743;Kabupaten Lembata;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07943;-8.65744;Kabupaten Manggarai;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07944;-8.65745;Kabupaten Manggarai Barat;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07945;-8.65746;Kabupaten Manggarai Timur;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07946;-8.65747;Kabupaten Ngada;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07947;-8.65748;Kabupaten Nagekeo;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07948;-8.65749;Kabupaten Rote Ndao;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07949;-8.65750;Kabupaten Sabu Raijua;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07950;-8.65751;Kabupaten Sikka;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07951;-8.65752;Kabupaten Sumba Barat;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07952;-8.65753;Kabupaten Sumba Barat Daya;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07953;-8.65754;Kabupaten Sumba Tengah;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07954;-8.65755;Kabupaten Sumba Timur;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07955;-8.65756;Kabupaten Timor Tengah Selatan;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07956;-8.65757;Kabupaten Timor Tengah Utara;;;
ID-NU;Nusa Tenggara;ID-NT;Nusa Tenggara Timur;121.07957;-8.65758;Kota Kupang;;;
ID-IJ;Papua;ID-PA;Papua;139.36531;-4.35450;Kabupaten Asmat;;;
ID-IJ;Papua;ID-PA;Papua;139.36532;-4.35451;Kabupaten Biak Numfor;;;
ID-IJ;Papua;ID-PA;Papua;139.36533;-4.35452;Kabupaten Boven Digoel;;;
ID-IJ;Papua;ID-PA;Papua;139.36534;-4.35453;Kabupaten Deiyai;;;
ID-IJ;Papua;ID-PA;Papua;139.36535;-4.35454;Kabupaten Dogiyai;;;
ID-IJ;Papua;ID-PA;Papua;139.36536;-4.35455;Kabupaten Intan Jaya;;;
ID-IJ;Papua;ID-PA;Papua;139.36537;-4.35456;Kabupaten Jayapura;;;
ID-IJ;Papua;ID-PA;Papua;139.36538;-4.35457;Kabupaten Jayawijaya;;;
ID-IJ;Papua;ID-PA;Papua;139.36539;-4.35458;Kabupaten Keerom;;;
ID-IJ;Papua;ID-PA;Papua;139.36540;-4.35459;Kabupaten Kepulauan Yapen;;;
ID-IJ;Papua;ID-PA;Papua;139.36541;-4.35460;Kabupaten Lanny Jaya;;;
ID-IJ;Papua;ID-PA;Papua;139.36542;-4.35461;Kabupaten Mamberamo Raya;;;
ID-IJ;Papua;ID-PA;Papua;139.36543;-4.35462;Kabupaten Mamberamo Tengah;;;
ID-IJ;Papua;ID-PA;Papua;139.36544;-4.35463;Kabupaten Mappi;;;
ID-IJ;Papua;ID-PA;Papua;139.36545;-4.35464;Kabupaten Merauke;;;
ID-IJ;Papua;ID-PA;Papua;139.36546;-4.35465;Kabupaten Mimika;;;
ID-IJ;Papua;ID-PA;Papua;139.36547;-4.35466;Kabupaten Nabire;;;
ID-IJ;Papua;ID-PA;Papua;139.36548;-4.35467;Kabupaten Nduga;;;
ID-IJ;Papua;ID-PA;Papua;139.36549;-4.35468;Kabupaten Paniai;;;
ID-IJ;Papua;ID-PA;Papua;139.36550;-4.35469;Kabupaten Pegunungan Bintang;;;
ID-IJ;Papua;ID-PA;Papua;139.36551;-4.35470;Kabupaten Puncak;;;
ID-IJ;Papua;ID-PA;Papua;139.36552;-4.35471;Kabupaten Puncak Jaya;;;
ID-IJ;Papua;ID-PA;Papua;139.36553;-4.35472;Kabupaten Sarmi;;;
ID-IJ;Papua;ID-PA;Papua;139.36554;-4.35473;Kabupaten Supiori;;;
ID-IJ;Papua;ID-PA;Papua;139.36555;-4.35474;Kabupaten Tolikara;;;
ID-IJ;Papua;ID-PA;Papua;139.36556;-4.35475;Kabupaten Waropen;;;
ID-IJ;Papua;ID-PA;Papua;139.36557;-4.35476;Kabupaten Yahukimo;;;
ID-IJ;Papua;ID-PA;Papua;139.36558;-4.35477;Kabupaten Yalimo;;;
ID-IJ;Papua;ID-PA;Papua;139.36559;-4.35478;Kota Jayapura;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17472;-1.33612;Kabupaten Fakfak;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17473;-1.33613;Kabupaten Kaimana;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17474;-1.33614;Kabupaten Manokwari;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17475;-1.33615;Kabupaten Maybrat;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17476;-1.33616;Kabupaten Raja Ampat;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17477;-1.33617;Kabupaten Sorong;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17478;-1.33618;Kabupaten Sorong Selatan;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17479;-1.33619;Kabupaten Tambrauw;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17480;-1.33620;Kabupaten Teluk Bintuni;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17481;-1.33621;Kabupaten Teluk Wondama;;;
ID-IJ;Papua;ID-PB;Papua Barat;133.17482;-1.33622;Kota Sorong;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97405;-3.66880;Kabupaten Bantaeng;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97406;-3.66881;Kabupaten Barru;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97407;-3.66882;Kabupaten Bone;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97408;-3.66883;Kabupaten Bulukumba;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97409;-3.66884;Kabupaten Enrekang;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97410;-3.66885;Kabupaten Gowa;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97411;-3.66886;Kabupaten Jeneponto;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97412;-3.66887;Kabupaten Kepulauan Selayar;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97413;-3.66888;Kabupaten Luwu;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97414;-3.66889;Kabupaten Luwu Timur;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97415;-3.66890;Kabupaten Luwu Utara;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97416;-3.66891;Kabupaten Maros;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97417;-3.66892;Kabupaten Pangkajene dan Kepulauan;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97418;-3.66893;Kabupaten Pinrang;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97419;-3.66894;Kabupaten Sidenreng Rappang;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97420;-3.66895;Kabupaten Sinjai;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97421;-3.66896;Kabupaten Soppeng;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97422;-3.66897;Kabupaten Takalar;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97423;-3.66898;Kabupaten Tana Toraja;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97424;-3.66899;Kabupaten Toraja Utara;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97425;-3.66900;Kabupaten Wajo;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97426;-3.66901;Kota Makassar;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97427;-3.66902;Kota Palopo;;;
ID-SL;Sulawesi;ID-SN;Sulawesi Selatan;119.97428;-3.66903;Kota Parepare;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97500;0.62469;Kabupaten Bolaang Mongondow;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97501;0.62470;Kabupaten Bolaang Mongondow Selatan;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97502;0.62471;Kabupaten Bolaang Mongondow Timur;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97503;0.62472;Kabupaten Bolaang Mongondow Utara;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97504;0.62473;Kabupaten Kepulauan Sangihe;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97505;0.62474;Kabupaten Kepulauan Siau Tagulandang Biaro;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97506;0.62475;Kabupaten Kepulauan Talaud;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97507;0.62476;Kabupaten Minahasa;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97508;0.62477;Kabupaten Minahasa Selatan;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97509;0.62478;Kabupaten Minahasa Tenggara;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97510;0.62479;Kabupaten Minahasa Utara;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97511;0.62480;Kota Bitung;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97512;0.62481;Kota Kotamobagu;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97513;0.62482;Kota Manado;;;
ID-SL;Sulawesi;ID-SA;Sulawesi Utara;123.97514;0.62483;Kota Tomohon;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44562;-1.43003;Kabupaten Banggai;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44563;-1.43004;Kabupaten Banggai Kepulauan;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44564;-1.43005;Kabupaten Buol;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44565;-1.43006;Kabupaten Donggala;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44566;-1.43007;Kabupaten Morowali;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44567;-1.43008;Kabupaten Parigi Moutong;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44568;-1.43009;Kabupaten Poso;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44569;-1.43010;Kabupaten Tojo Una-Una;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44570;-1.43011;Kabupaten Toli-Toli;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44571;-1.43012;Kabupaten Sigi;;;
ID-SL;Sulawesi;ID-ST;Sulawesi Tengah;121.44572;-1.43013;Kota Palu;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17460;-4.14491;Kabupaten Bombana;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17461;-4.14492;Kabupaten Buton;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17462;-4.14493;Kabupaten Buton Utara;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17463;-4.14494;Kabupaten Kolaka;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17464;-4.14495;Kabupaten Kolaka Utara;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17465;-4.14496;Kabupaten Konawe;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17466;-4.14497;Kabupaten Konawe Selatan;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17467;-4.14498;Kabupaten Konawe Utara;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17468;-4.14499;Kabupaten Muna;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17469;-4.14500;Kabupaten Wakatobi;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17470;-4.14501;Kota Bau-Bau;;;
ID-SL;Sulawesi;ID-SG;Sulawesi Tenggara;122.17471;-4.14502;Kota Kendari;;;
ID-SL;Sulawesi;ID-GO;Gorontalo;122.44672;0.69994;Kabupaten Boalemo;;;
ID-SL;Sulawesi;ID-GO;Gorontalo;122.44673;0.69995;Kabupaten Bone Bolango;;;
ID-SL;Sulawesi;ID-GO;Gorontalo;122.44674;0.69996;Kabupaten Gorontalo;;;
ID-SL;Sulawesi;ID-GO;Gorontalo;122.44675;0.69997;Kabupaten Gorontalo Utara;;;
ID-SL;Sulawesi;ID-GO;Gorontalo;122.44676;0.69998;Kabupaten Pohuwato;;;
ID-SL;Sulawesi;ID-GO;Gorontalo;122.44677;0.69999;Kota Gorontalo;;;
ID-SL;Sulawesi;ID-SR;Sulawesi Barat;119.23208;-2.84414;Kabupaten Majene;;;
ID-SL;Sulawesi;ID-SR;Sulawesi Barat;119.23209;-2.84415;Kabupaten Mamasa;;;
ID-SL;Sulawesi;ID-SR;Sulawesi Barat;119.23210;-2.84416;Kabupaten Mamuju;;;
ID-SL;Sulawesi;ID-SR;Sulawesi Barat;119.23211;-2.84417;Kabupaten Mamuju Utara;;;
ID-SL;Sulawesi;ID-SR;Sulawesi Barat;119.23212;-2.84418;Kabupaten Polewali Mandar;;;
